cover_path,condition,occasion,purchase_intent,occasion_fit,aesthetic,emotional_resonance,distinctiveness
/homes/rt325/eval_gallery_160/A_naive_ai/birthday_kids_3a895a95.png,A_naive_ai,birthday/kids,0.5054792184055216,0.5555555555555556,0.5555555555555556,0.3333333333333333,0.2222222222222222
/homes/rt325/eval_gallery_160/A_naive_ai/birthday_relationship_6810bd1e.png,A_naive_ai,birthday/relationship,0.5587391233389786,0.8888888888888888,0.5555555555555556,0.4444444444444444,0.2222222222222222
/homes/rt325/eval_gallery_160/A_naive_ai/birthday_general_c46c4f8e.png,A_naive_ai,birthday/general,0.5134297547047482,0.8888888888888888,0.5555555555555556,0.4444444444444444,0.1111111111111111
/homes/rt325/eval_gallery_160/A_naive_ai/birthday_general_2960042c.png,A_naive_ai,birthday/general,0.5645732069068315,0.7777777777777778,0.5555555555555556,0.4444444444444444,0.1111111111111111
/homes/rt325/eval_gallery_160/A_naive_ai/birthday_general_32ddcb52.png,A_naive_ai,birthday/general,0.6233149253262398,0.8888888888888888,0.5555555555555556,0.4444444444444444,0.1111111111111111
/homes/rt325/eval_gallery_160/A_naive_ai/birthday_general_88efd125.png,A_naive_ai,birthday/general,0.6292795982852326,0.7777777777777778,0.5555555555555556,0.3333333333333333,0.1111111111111111
/homes/rt325/eval_gallery_160/A_naive_ai/birthday_general_2466a87f.png,A_naive_ai,birthday/general,0.5750987873200558,0.8888888888888888,0.5555555555555556,0.4444444444444444,0.2222222222222222
/homes/rt325/eval_gallery_160/A_naive_ai/birthday_general_9f35afa9.png,A_naive_ai,birthday/general,0.6304882003641207,0.7777777777777778,0.6666666666666666,0.4444444444444444,0.2222222222222222
/homes/rt325/eval_gallery_160/A_naive_ai/birthday_general_ac4e28f2.png,A_naive_ai,birthday/general,0.6150065209283767,0.8888888888888888,0.5555555555555556,0.4444444444444444,0.1111111111111111
/homes/rt325/eval_gallery_160/A_naive_ai/birthday_general_3c8cae48.png,A_naive_ai,birthday/general,0.6056999539920509,0.8888888888888888,0.6666666666666666,0.3333333333333333,0.2222222222222222
/homes/rt325/eval_gallery_160/A_naive_ai/birthday_general_48fb18d7.png,A_naive_ai,birthday/general,0.6078295180401091,0.8888888888888888,0.5555555555555556,0.4444444444444444,0.2222222222222222
/homes/rt325/eval_gallery_160/A_naive_ai/birthday_general_e470bf96.png,A_naive_ai,birthday/general,0.6373684580100453,0.7777777777777778,0.5555555555555556,0.4444444444444444,0.1111111111111111
/homes/rt325/eval_gallery_160/A_naive_ai/birthday_milestone_593ce6f0.png,A_naive_ai,birthday/milestone,0.5732649936591355,0.7777777777777778,0.6666666666666666,0.4444444444444444,0.4444444444444444
/homes/rt325/eval_gallery_160/A_naive_ai/birthday_milestone_eafe1786.png,A_naive_ai,birthday/milestone,0.6147534271297589,0.6666666666666666,0.5555555555555556,0.4444444444444444,0.2222222222222222
/homes/rt325/eval_gallery_160/A_naive_ai/birthday_milestone_2967283c.png,A_naive_ai,birthday/milestone,0.6152913279803888,0.8888888888888888,0.5555555555555556,0.4444444444444444,0.2222222222222222
/homes/rt325/eval_gallery_160/A_naive_ai/birthday_milestone_d8965b59.png,A_naive_ai,birthday/milestone,0.6206118106303588,0.6666666666666666,0.5555555555555556,0.4444444444444444,0.1111111111111111
/homes/rt325/eval_gallery_160/A_naive_ai/birthday_milestone_07f61896.png,A_naive_ai,birthday/milestone,0.5989415848106902,0.7777777777777778,0.5555555555555556,0.4444444444444444,0.1111111111111111
/homes/rt325/eval_gallery_160/A_naive_ai/birthday_milestone_b0dd1c39.png,A_naive_ai,birthday/milestone,0.5215406941955263,0.6666666666666666,0.5555555555555556,0.4444444444444444,0.2222222222222222
/homes/rt325/eval_gallery_160/A_naive_ai/birthday_milestone_058f3b62.png,A_naive_ai,birthday/milestone,0.5993994122490214,0.8888888888888888,0.5555555555555556,0.4444444444444444,0.1111111111111111
/homes/rt325/eval_gallery_160/A_naive_ai/birthday_milestone_4dfc9d14.png,A_naive_ai,birthday/milestone,0.31205902797229784,0.7777777777777778,0.4444444444444444,0.3333333333333333,0.2222222222222222
/homes/rt325/eval_gallery_160/A_naive_ai/birthday_milestone_c1d57e18.png,A_naive_ai,birthday/milestone,0.5856755930691112,0.7777777777777778,0.5555555555555556,0.4444444444444444,0.1111111111111111
/homes/rt325/eval_gallery_160/A_naive_ai/birthday_milestone_7c8161a4.png,A_naive_ai,birthday/milestone,0.6285258915984416,0.7777777777777778,0.6666666666666666,0.4444444444444444,0.3333333333333333
/homes/rt325/eval_gallery_160/A_naive_ai/birthday_kids_6af269ee.png,A_naive_ai,birthday/kids,0.5946678052462118,0.8888888888888888,0.5555555555555556,0.5555555555555556,0.1111111111111111
/homes/rt325/eval_gallery_160/A_naive_ai/birthday_kids_ac66430b.png,A_naive_ai,birthday/kids,0.6065189330557916,0.6666666666666666,0.5555555555555556,0.4444444444444444,0.2222222222222222
/homes/rt325/eval_gallery_160/A_naive_ai/birthday_kids_fa1b78ee.png,A_naive_ai,birthday/kids,0.5897626278231994,0.8888888888888888,0.5555555555555556,0.4444444444444444,0.2222222222222222
/homes/rt325/eval_gallery_160/A_naive_ai/birthday_kids_da4efad2.png,A_naive_ai,birthday/kids,0.5846871370674603,0.6666666666666666,0.5555555555555556,0.4444444444444444,0.2222222222222222
/homes/rt325/eval_gallery_160/A_naive_ai/birthday_kids_55a79521.png,A_naive_ai,birthday/kids,0.6035429642287385,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.2222222222222222
/homes/rt325/eval_gallery_160/A_naive_ai/birthday_kids_33320348.png,A_naive_ai,birthday/kids,0.6330712257280822,0.8888888888888888,0.5555555555555556,0.4444444444444444,0.2222222222222222
/homes/rt325/eval_gallery_160/A_naive_ai/birthday_kids_c73b2bfd.png,A_naive_ai,birthday/kids,0.6098759602035798,0.4444444444444444,0.5555555555555556,0.3333333333333333,0.1111111111111111
/homes/rt325/eval_gallery_160/A_naive_ai/birthday_kids_10eeb9f3.png,A_naive_ai,birthday/kids,0.5289911197152011,0.8888888888888888,0.5555555555555556,0.4444444444444444,0.1111111111111111
/homes/rt325/eval_gallery_160/A_naive_ai/birthday_kids_e29424f2.png,A_naive_ai,birthday/kids,0.3151669917374043,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.1111111111111111
/homes/rt325/eval_gallery_160/A_naive_ai/birthday_relationship_231f9878.png,A_naive_ai,birthday/relationship,0.5351221099528513,0.7777777777777778,0.6666666666666666,0.3333333333333333,0.2222222222222222
/homes/rt325/eval_gallery_160/A_naive_ai/birthday_relationship_ff394351.png,A_naive_ai,birthday/relationship,0.5770845335750047,0.8888888888888888,0.5555555555555556,0.5555555555555556,0.1111111111111111
/homes/rt325/eval_gallery_160/A_naive_ai/birthday_relationship_f4e0993a.png,A_naive_ai,birthday/relationship,0.6163340895937421,0.8888888888888888,0.5555555555555556,0.5555555555555556,0.1111111111111111
/homes/rt325/eval_gallery_160/A_naive_ai/birthday_relationship_92791e1c.png,A_naive_ai,birthday/relationship,0.6238774310145223,0.6666666666666666,0.5555555555555556,0.3333333333333333,0.2222222222222222
/homes/rt325/eval_gallery_160/A_naive_ai/birthday_relationship_d532ef76.png,A_naive_ai,birthday/relationship,0.6332071678743296,0.8888888888888888,0.6666666666666666,0.4444444444444444,0.2222222222222222
/homes/rt325/eval_gallery_160/A_naive_ai/birthday_relationship_804d40f3.png,A_naive_ai,birthday/relationship,0.4670043320126475,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.1111111111111111
/homes/rt325/eval_gallery_160/A_naive_ai/birthday_relationship_e64aa3c4.png,A_naive_ai,birthday/relationship,0.2842829960524755,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111
/homes/rt325/eval_gallery_160/A_naive_ai/birthday_relationship_4004d34a.png,A_naive_ai,birthday/relationship,0.5746369752071346,0.8888888888888888,0.6666666666666666,0.5555555555555556,0.1111111111111111
/homes/rt325/eval_gallery_160/A_naive_ai/birthday_relationship_9818aee1.png,A_naive_ai,birthday/relationship,0.5446483125809456,0.8888888888888888,0.5555555555555556,0.5555555555555556,0.2222222222222222
/homes/rt325/eval_gallery_160/B_pipeline_no_rerank/birthday_general_581fbd0e.png,B_pipeline_no_rerank,birthday/general,0.6956169244073557,0.8888888888888888,0.6666666666666666,0.7777777777777778,0.5555555555555556
/homes/rt325/eval_gallery_160/B_pipeline_no_rerank/birthday_general_ea16a0d5.png,B_pipeline_no_rerank,birthday/general,0.6846271232695479,0.8888888888888888,0.5555555555555556,0.6666666666666666,0.7777777777777778
/homes/rt325/eval_gallery_160/B_pipeline_no_rerank/birthday_general_fb23deb9.png,B_pipeline_no_rerank,birthday/general,0.6689941742485676,0.7777777777777778,0.6666666666666666,0.7777777777777778,0.7777777777777778
/homes/rt325/eval_gallery_160/B_pipeline_no_rerank/birthday_general_e9cfc555.png,B_pipeline_no_rerank,birthday/general,0.6704782795896117,0.4444444444444444,0.7777777777777778,0.5555555555555556,0.7777777777777778
/homes/rt325/eval_gallery_160/B_pipeline_no_rerank/birthday_general_133ad246.png,B_pipeline_no_rerank,birthday/general,0.6937176234914931,0.8888888888888888,0.6666666666666666,0.6666666666666666,0.7777777777777778
/homes/rt325/eval_gallery_160/B_pipeline_no_rerank/birthday_general_718800eb.png,B_pipeline_no_rerank,birthday/general,0.6661615271490263,0.5555555555555556,0.6666666666666666,0.7777777777777778,0.5555555555555556
/homes/rt325/eval_gallery_160/B_pipeline_no_rerank/birthday_general_36be9dcd.png,B_pipeline_no_rerank,birthday/general,0.6872253149214499,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.5555555555555556
/homes/rt325/eval_gallery_160/B_pipeline_no_rerank/birthday_general_d7392a7e.png,B_pipeline_no_rerank,birthday/general,0.6626622581409257,0.8888888888888888,0.6666666666666666,0.6666666666666666,0.4444444444444444
/homes/rt325/eval_gallery_160/B_pipeline_no_rerank/birthday_general_ccf262e8.png,B_pipeline_no_rerank,birthday/general,0.6544023253061514,0.8888888888888888,0.6666666666666666,0.5555555555555556,0.2222222222222222
/homes/rt325/eval_gallery_160/B_pipeline_no_rerank/birthday_general_7988b191.png,B_pipeline_no_rerank,birthday/general,0.4113997474934983,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.3333333333333333
/homes/rt325/eval_gallery_160/B_pipeline_no_rerank/birthday_milestone_fee29af8.png,B_pipeline_no_rerank,birthday/milestone,0.6804062306093552,0.8888888888888888,0.6666666666666666,0.6666666666666666,0.3333333333333333
/homes/rt325/eval_gallery_160/B_pipeline_no_rerank/birthday_milestone_c46296b7.png,B_pipeline_no_rerank,birthday/milestone,0.629803026262469,0.6666666666666666,0.5555555555555556,0.5555555555555556,0.2222222222222222
/homes/rt325/eval_gallery_160/B_pipeline_no_rerank/birthday_milestone_14bd9326.png,B_pipeline_no_rerank,birthday/milestone,0.6931532803911575,0.8888888888888888,0.6666666666666666,0.6666666666666666,0.4444444444444444
/homes/rt325/eval_gallery_160/B_pipeline_no_rerank/birthday_milestone_011c9674.png,B_pipeline_no_rerank,birthday/milestone,0.5393188580693452,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.8888888888888888
/homes/rt325/eval_gallery_160/B_pipeline_no_rerank/birthday_milestone_b5bfb426.png,B_pipeline_no_rerank,birthday/milestone,0.6564255428970199,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.7777777777777778
/homes/rt325/eval_gallery_160/B_pipeline_no_rerank/birthday_milestone_350288ee.png,B_pipeline_no_rerank,birthday/milestone,0.6345112838530683,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.7777777777777778
/homes/rt325/eval_gallery_160/B_pipeline_no_rerank/birthday_milestone_1a11497d.png,B_pipeline_no_rerank,birthday/milestone,0.5893960802242628,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.6666666666666666
/homes/rt325/eval_gallery_160/B_pipeline_no_rerank/birthday_milestone_f581a9aa.png,B_pipeline_no_rerank,birthday/milestone,0.6902906816388829,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.8888888888888888
/homes/rt325/eval_gallery_160/B_pipeline_no_rerank/birthday_milestone_d25c7851.png,B_pipeline_no_rerank,birthday/milestone,0.6450475405120208,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.5555555555555556
/homes/rt325/eval_gallery_160/B_pipeline_no_rerank/birthday_milestone_0c0ee643.png,B_pipeline_no_rerank,birthday/milestone,0.6446469272300154,0.5555555555555556,0.6666666666666666,0.5555555555555556,0.6666666666666666
/homes/rt325/eval_gallery_160/B_pipeline_no_rerank/birthday_kids_552a74d3.png,B_pipeline_no_rerank,birthday/kids,0.6846454752604526,0.8888888888888888,0.6666666666666666,0.7777777777777778,0.4444444444444444
/homes/rt325/eval_gallery_160/B_pipeline_no_rerank/birthday_kids_619516a1.png,B_pipeline_no_rerank,birthday/kids,0.6340551986531415,0.8888888888888888,0.5555555555555556,0.6666666666666666,0.2222222222222222
